CID,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
5702198,4.875,-0.472222222,4.875,0,0.7146141427583608,300.04600000000005,293.99800000000005,298.9555947,40,0,,,,,1,1,1,,,,,,,,,-2.00E-08,7.609640474436813,2.7071067811865475,2.4863702744083875,6.270436221537415,1.4142135623730951,0.23904572186687872,5.8700206862619195,0.04517539514526256,3.3279889128543734,0,0,0,0,1.1883116883116884,2.7548875021634682,16.387124535446056,19.005779483220508,37.34967810713577,47.77195657448089,12.301092700636076,0,0,0,0,35.31703687353488,0,0,0,0,0,0,0,0,16.480761349283352,18.83627552425153,0,12.301092700636076,0,0,0,0,0,0,12.301092700636076,0,0,18.83627552425153,0,16.480761349283352,0,0,0,0,0,0,70,16.480761349283352,0,0,12.301092700636076,0,0,0,0,0,0,18.83627552425153,0,-0.472222222,0,0,0,0,0,0,0,9.75,0,5,6,2,0,0,0,0,0,0,2,2,5,0,0,0,0,0,1.7004999999999997,21.750200000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11626560,13.8824765872402,-0.627303668,13.8824765872402,0.06858024817391861,0.5330554587335657,450.3450000000002,428.1690000000002,449.1185439040001,158,0,0.1656916893305656,-0.482024591,0.4820245905177427,0.1656916893305656,1.2333333333333334,2,2.7666666666666666,35.49683703302626,10.074848274968906,2.206100668682248,-2.223071053,2.366424154339334,-2.290770994,6.357040670428128,0.22717795339186722,1.5835351944627225,1051.8711432560124,21.250347897697548,16.408362043444242,17.92021993548115,14.435560745775547,9.745538647870463,10.501467593888917,7.314510887094133,8.099675486843966,5.2891176239094335,6.00284342486635,3.630212803948583,4.308163107034083,-2.35,8625144.75915495,20.903961875513946,8.79486192847442,4.237011144043404,183.6966025835966,15.787319034968565,11.921187228794198,11.567374611118932,0,0,0,4.681802935145185,9.374393568622029,5.098681808301038,0,23.20187978046503,51.05399446275261,34.10667493205847,17.261317714502365,9.127278001474869,29.01974255830006,0,20.08125186839976,0,31.911187662438905,18.823180288987334,58.215570880449604,0,16.876414816677897,15.787319034968565,10.208277825509848,5.749511833283905,23.20187978046503,27.853976076218583,0,5.817220841045895,37.4746391541359,36.78963192022406,10.045266627482652,11.126902983393991,0,77.99,11.921187228794198,4.39041504767482,0,10.840496091576355,22.377437467870188,37.05805904107116,12.13273413692322,19.18694783976531,17.075490078371338,15.399448933254575,33.67241021142726,21.859025199045394,12.31391825775382,4.252061917359536,8.128774823632309,8.120164783267226,0.0302748119094971,4.848648078269265,6.95852900930971,3.7108253416754637,0,0.3333333333333333,30,3,6,0,1,1,1,2,3,6,2,9,5,0,1,1,4,5.037700000000004,116.47410000000002,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2907,12.18854938271605,-2.842183642,12.18854938271605,0.4225385802469137,0.605720669080109,261.08899999999994,245.969,260.02481971000003,84,0,0.3429836890948602,-0.305966345,0.3429836890948602,0.30596634526037897,1.3571428571428572,2,2.4285714285714284,35.4967533905398,10.472554868912827,2.3228825756467324,-2.325288884,2.4748760484972085,-2.354185033,7.539263117101784,0.23264802636229634,2.5822640284816725,201.8664756744443,10.441311299868556,7.91660018625193,10.322885269288756,6.726492059082182,4.597961710466701,7.2445170169565785,2.9469275437115803,5.883786772984461,1.956624335279722,4.595188948617404,1.2783103907847326,3.920544174917886,0.69,1442.8330626105126,12.758073519400952,6.311144001092418,3.36838444118429,94.44153500749827,4.5237471617118175,0,0,0,0,7.670279738874966,4.565048284931329,9.757711252998451,0,23.20187978046503,0,6.4208216229260096,31.394276107678404,6.606881964512918,9.088795446643147,30.872159519339995,0,9.757711252998451,0,6.4208216229260096,38.00115807219132,0,0,0,5.0872950630771525,0,0,30.872159519339995,42.67157426211262,9.088795446643147,0,6.4208216229260096,0,0,0,0,41.57,7.670279738874966,4.565048284931329,0,0,31.456401666278747,12.965578028838586,0,4.6704161899212995,0,5.0872950630771525,27.725626942176852,19.17487654320988,11.248020754598134,0,2.9071604938271607,0,0.8450771604938274,0,0.8884722222222221,2.306354245401865,-2.842183642,1,14,1,4,0,1,1,0,0,0,2,1,7,5,0,1,1,1,1.884,59.19120000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6253,11.510870653817083,-1.309931028,11.510870653817083,0.05369758860334328,0.4489304892314893,243.21900000000002,230.11499999999995,243.0855205,94,0,0.3512126938330889,-0.393566854,0.39356685388765933,0.3512126938330889,1.4705882352941178,2.176470588235294,2.7058823529411766,16.562986528413823,10.128301814895787,2.431834336964672,-2.162236823,2.2736559889482395,-2.355745032,5.232082740016898,-0.05489764,2.319695265821785,462.1897021796713,12.576985790260121,8.801123223941447,8.801123223941447,8.040912557858759,5.014304277265206,5.014304277265206,3.7711079251974,3.7711079251974,2.642834143988184,2.642834143988184,1.7293735696353043,1.7293735696353043,-1.48,7816.79425634862,11.98960467611348,4.414475063137193,2.025663273733915,95.89720926959055,25.790112615484354,24.129761941079934,6.22790117073487,0,0,5.689743398203474,4.567099647791355,4.794537184071822,4.9839785209472085,0,0,6.06636706846161,6.196843571613076,6.606881964512918,20.056445138322168,5.817862777835028,0,9.551078168738563,0,24.539800333979777,12.340549441675103,22.74749122234998,0,0,11.423410875365658,5.817862777835028,0,0,49.7894414810185,4.736862953800049,0,6.22790117073487,17.057747824146507,0,0,0,130.83,36.83642569669616,15.007591973753234,0,5.817862777835028,0,4.567099647791355,12.263210640074686,0,0,4.9839785209472085,15.57705782580294,6.187805177626606,0,14.98930933484505,28.15370186654909,4.629863315696649,0.05369758860334328,1.3711640211640213,-3.266372827,-0.452501811,0,0.5555555555555556,17,5,8,0,1,1,0,1,1,8,4,8,2,0,1,1,2,-2.563,55.918800000000026,0,3,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44462760,15.679012188208617,-4.777002406,15.679012188208617,0.02134790026155642,0.3670492157866047,519.5740000000002,499.4140000000002,519.1010515,182,0,0.2673565397400692,-0.367774544,0.36777454449082114,0.2673565397400692,0.9714285714285714,1.6285714285714286,2.257142857142857,32.233290728531905,9.978772813667968,2.281921633794075,-2.136409901,2.4158852920095155,-2.171044873,7.923507207488519,0.5205953417639606,1.8543520189628482,1512.3966074924404,25.543241116511005,18.804679790089647,20.4376729519451,16.380865845904957,10.241726976507504,12.541386805029624,8.57022660728696,11.188543385132084,4.861436867417773,7.78116212646452,3.226049135509026,5.531793052489419,-3.51,47379897.87806724,24.609405400366068,8.930450213513243,4.842300406739031,203.50889639034105,5.733667477162185,11.63444168209179,10.71270431656367,5.948339280986494,10.023291153407584,0,4.722094864452088,36.54097769019503,0,11.336785877934737,32.903945735995094,30.33183534230805,17.17528553270685,26.96001315493455,21.589042127353395,32.99580258701238,0,14.951935562841626,0,31.081685543986428,10.455762341614273,71.12069927083479,0,21.828454675095216,10.455762341614273,24.80697069869452,0,11.336785877934737,23.369732547170564,15.438281622804364,17.451662523137685,25.778835295924637,53.55689652636212,0,21.828454675095216,0,110.85999999999999,38.05782342674661,17.198627079678577,4.39041504767482,22.62070923692873,15.578698885402527,24.26546827384644,29.666363586471032,6.06636706846161,25.49330646352396,14.951935562841626,5.733667477162185,71.22642016692589,1.2901277743203696,12.01484220372809,0.6791621769167315,5.4558860837956065,-3.547264477,8.204879660459271,1.460109724153389,5.82617242642842,-4.777002406,0.17391304347826086,35,3,7,0,0,0,2,2,4,7,2,12,5,0,0,0,4,5.364900000000002,128.8129,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
135398738,10.763244520030234,-0.606290627,10.763244520030234,0.15796296296296308,0.510530543435686,182.18699999999995,172.10699999999997,182.0916089,70,0,0.26867629510908286,-0.364204438,0.36420443789889323,0.26867629510908286,1.6923076923076923,2.3846153846153846,2.923076923076923,16.147061540144602,10.415255708745233,2.091254622142113,-1.984529239,2.122318249984111,-2.110566191,5.942947665651437,0.09964219069495907,2.884454458914832,327.62039676887485,9.844934982691242,7.351803210842947,7.351803210842947,6.1090609052806215,3.5313140906685927,3.5313140906685927,2.5020503395056264,2.5020503395056264,1.184056356490066,1.184056356490066,0.6760124091680083,0.6760124091680083,-1.92,939.7310257529015,9.170252707581227,3.654513294260848,2.2558359887894963,74.63319819663151,10.717645998109393,0,5.693927994848461,5.817862777835028,5.907179729351506,0,9.803449708026353,4.9839785209472085,0,5.114250125629398,5.2232529187334515,0,14.09534396535438,6.3273200747645415,4.794537184071822,11.725042507186533,0,14.976869565848947,16.071170521525033,0,14.09534396535438,12.021248069613002,0,0,5.733667477162185,5.817862777835028,0,0,34.979393260554836,0,0,10.488465178920283,16.66482311912739,0,0,0,99.73,5.907179729351506,4.794537184071822,0,11.51179077268349,0,0,11.336232598719073,14.09534396535438,0,20.305460086257266,5.733667477162185,0,0,17.100180461073318,8.858392857142857,5.197899659863945,-0.410735072,0,1.3374074074074074,0,3.416854686318972,0.3333333333333333,13,3,7,0,0,0,0,1,1,4,2,7,3,0,0,0,1,0.06890000000000013,45.308600000000006,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
457193,15.18304277792763,-1.883873546,15.18304277792763,0.07630304948347799,0.11786115760162932,1255.4379999999985,1168.749999999999,1254.6284746719998,490,0,0.32896249221605184,-0.458367475,0.45836747529865424,0.32896249221605184,0.6111111111111112,1.0333333333333334,1.4444444444444444,16.55154428060557,9.979279205397388,2.4644062089104097,-2.357351827,2.3529122972660503,-2.611694909,6.103559087852694,-0.163122892,1.3208241868707518,3416.975083356775,66.97663336732205,54.13427664163749,54.13427664163749,42.101630294415834,30.527496783055557,30.527496783055557,25.54388794319533,25.54388794319533,17.52323484596421,17.52323484596421,12.277858056588109,12.277858056588109,-8.72,3.1310490613406347e+21,68.7652375195437,27.571948433999033,13.704301230794632,521.8226518603487,70.29115712294383,71.753288121145,11.343267560516685,52.686228226712586,11.814359458703011,11.938610575903699,52.73990902479004,14.573052889090853,0,0,61.456264665986595,88.67967803527071,46.843652234230895,29.903802069902703,71.42532305351531,87.79751500336084,0,55.650591322075414,23.671624184645573,169.31079229667185,60.10338103152124,44.60986767968356,0,11.454175413722904,32.42961228508805,5.687386274683562,0,0,220.3062177385082,57.419097748318315,37.51909858402682,126.7635388235419,21.34442225804839,0,22.553896272981408,0,359.9799999999999,190.6877604276993,52.73990902479004,9.589074368143644,53.91802731920411,18.405094737549014,9.799819461700956,80.69427259010575,62.3136347972156,0,21.267154416025324,24.608522842762838,18.297152627483037,0,199.25089695250026,10.681160314999978,3.5682769198147666,-12.36330155,-7.90067133,-1.65060926,18.36529106985552,5.5851375916587696,0.6129032258064516,90,6,28,1,5,6,1,0,1,18,5,28,8,0,4,4,7,0.7256400000000024,325.47720000000055,0,0,0,1,0,1,0,0,0,0,12,12,0,0,0,7,4,1,0,4,0,0,0,0,0,0,0,10,0,1,1,0,0,0,2,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11977753,13.407465839626127,-0.609467512,13.407465839626127,0.1487330871155721,0.3236299364019045,469.54800000000023,446.3640000000003,469.19026035600007,174,0,0.33302647294881815,-0.293159237,0.33302647294881815,0.2931592366657142,0.8611111111111112,1.6111111111111112,2.388888888888889,16.14939602331927,9.862436541537235,2.20835910066809,-2.159260131,2.3100439289574553,-2.208530211,6.044703373956951,0.686286828843581,1.5920983929372514,1903.202178983859,25.026368779636442,20.22722003661842,20.22722003661842,17.36934182550903,11.748041786553427,11.748041786553427,9.601347129534647,9.601347129534647,6.9339053584279755,6.9339053584279755,4.736960261960973,4.736960261960973,-4.76,234470212.05205664,21.751951230209205,7.89109502524953,3.286018746240337,207.25744481737058,0,0,0,0,0,5.689743398203474,19.102156337477126,4.794537184071822,5.261891554738487,0,36.39820241076966,61.372579793544894,29.580415474916855,45.43524449895074,0,32.83925129939463,5.261891554738487,19.102156337477126,7.04767198267719,19.26246486877803,0,101.2378240387378,0,22.883510570869827,5.689743398203474,0,0,0,19.102156337477126,12.46266245207397,11.33111286753076,19.410925891078243,89.98462914883731,0,49.65354055747219,0,76.5,5.41499046939678,10.056428738810308,0,5.689743398203474,0,55.216992049169185,0,22.378714849872978,74.6416215871488,34.23627956007152,0,3.3512672298857815,0,22.66369244876406,11.458421955250955,6.203156397122759,0,26.247442991556234,3.629753842910131,3.76675618446542,1.7628422833779975,0.13333333333333333,36,0,6,0,0,0,3,3,6,6,0,6,3,0,0,0,6,5.893780000000006,143.19299999999984,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3062316,12.693081800261478,-0.266613609,12.693081800261478,0.17311797422773734,0.46571730609788475,488.01700000000034,461.80900000000025,487.1557217520001,174,0,0.2669995457316883,-0.395044548,0.3950445481992146,0.2669995457316883,1.2121212121212122,2,2.727272727272727,35.49569262790629,10.17362289695744,2.191568760674458,-2.347155583,2.2812254639844123,-2.470931023,7.171599304418776,0.10254581742070337,1.4315929128906488,1111.432170715536,23.37166824125719,18.507134660004116,20.07956018695029,15.923055291019509,10.6586032841892,11.853064338126153,7.751415202594919,9.189264211261886,5.361898965339837,6.588407717104562,3.631779671573785,4.619262291617819,-2.79,33876609.84080048,23.370935025991837,10.429649853029732,5.772233374483719,201.00196040766056,20.640014333703846,22.337277247371283,5.131558479839333,0,5.907179729351506,0,9.694446914922299,14.951935562841626,0,0,35.07045990509047,25.477292959539852,38.790149098024486,23.513745124550884,9.901064578912528,51.29957580771172,0,19.851845293692104,0,13.847474399381248,54.86415093293893,51.74994834259907,0,0,15.53348693886314,22.454670310192952,0,22.937725768167255,70.19621641196011,0,13.847474399381248,21.059540367470042,30.462311845459517,5.022633313741326,0,0,106.50999999999999,0,4.794537184071822,0,12.514061693864424,38.90574894371305,37.560339893182324,17.533629449547814,6.06636706846161,32.046575604766076,35.38533223255524,16.70746728507322,0,7.457830513857925,30.97530056094894,16.24512659009515,1.488080397280827,1.8513633525950377,7.367072949316626,1.5315981931343652,8.028071887215573,0,0.36363636363636365,33,3,9,0,1,1,1,2,3,9,3,11,7,0,1,1,4,3.313540000000002,132.04670000000002,0,1,1,0,0,3,0,0,0,0,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243725,13.534627031368103,-0.437663664,13.534627031368103,0.045200774754346806,0.7868106713175403,396.4390000000002,372.2470000000001,396.1572884879999,152,0,0.17756614265864673,-0.492854165,0.4928541654982912,0.17756614265864673,1.0344827586206897,1.793103448275862,2.5172413793103448,16.54530095267644,9.807965672710369,2.4525178408687305,-2.372886493,2.494132686807973,-2.428443263,6.055297760957992,0.0554019884161289,1.5733889440299254,995.3479599320195,20.283728092517162,16.98250545867328,16.98250545867328,14.011570350697118,9.935472694363916,9.935472694363916,8.077626937807988,8.077626937807988,6.087820781800701,6.087820781800701,4.4633677027457965,4.4633677027457965,-2.89,6649940.851994932,18.158450489465118,6.576804388542043,2.652071609283183,169.21461537091417,23.684314769000245,36.06335023986124,17.28226861293275,0,0,0,4.794537184071822,0,0,0,13.847474399381248,24.117007251546223,23.61409167478161,25.700952620413457,28.478851953072066,5.783244946364939,0,0,5.917906046161393,38.394134843965254,20.826477047067986,40.95582274893743,0,28.747559166419524,23.684314769000245,0,28.747559166419524,0,38.81765476892953,6.4208216229260096,5.917906046161393,41.250272104705445,24.26546827384644,0,0,0,63.22000000000001,5.917906046161393,4.794537184071822,0,17.991177721861543,41.086286835506925,23.297236439603903,0,20.285962151016676,18.19910120538483,13.847474399381248,23.684314769000245,29.162287665657768,0,13.534627031368103,0,2.373245221055467,3.239898292563649,7.317226200410273,0.4738206605282932,4.577054462171914,3.1551737995778675,0.43478260869565216,29,0,6,0,3,3,2,0,2,6,0,6,3,0,0,0,5,3.7832000000000026,105.92850000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46926350,11.548678674640769,0.18513201801559287,11.548678674640769,0.18513201801559287,0.47016975266866856,396.4950000000003,368.2710000000002,396.2273741,154,0,0.18481358924517866,-0.618684273,0.61868427260626,0.18481358924517866,1.3793103448275863,2.2758620689655173,3.0689655172413794,16.465280039549157,9.99471276016687,2.2446399457057473,-2.363677996,2.2848654301905897,-2.40403552,5.611802688224422,-0.605398686,1.69308233450483,970.9597645452124,20.21696770287794,16.789835997283376,16.789835997283376,14.1902031456512,10.360165139142097,10.360165139142097,7.539278883251161,7.539278883251161,5.60595021612159,5.60595021612159,4.067463424821522,4.067463424821522,-2.87,6351258.517915498,19.446588198151474,8.649474315692315,4.1192230215302725,169.93981856673122,20.530478754474807,11.635725555670057,18.04086436399388,0,0,0,0,4.9839785209472085,14.344487343822886,0,6.923737199690624,38.17047518309165,48.997872725803234,6.196843571613076,9.836935036746931,17.282902776437783,0,14.59805822286387,0,51.61444254938121,23.368336705282303,53.12378792839534,0,0,14.947105976763034,11.635725555670057,0,0,38.898064817278026,12.965578028838586,5.20725302477729,43.73392667478865,36.78963192022406,0,5.647177220767728,0,92.63,0,10.313780419617995,0,6.606881964512918,12.586597235060536,65.36825629935461,12.617665194539086,12.263210640074686,22.84497560215192,22.23911734284847,4.9839785209472085,2.6412873165204864,0,7.267434177374654,28.99319112363953,2.850476065541001,1.763541246745612,5.998627625054878,9.90580687031618,3.7463022414743268,0,0.47619047619047616,29,2,8,0,1,1,0,3,3,7,2,8,7,0,1,1,4,2.2785000000000006,111.78150000000007,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148124,14.945481969958259,-2.353438114,14.945481969958259,0.06371904860811761,0.1468094861389331,807.8900000000004,754.4660000000001,807.3466053760001,314,0,0.40774710722156504,-0.455737673,0.4557376731538227,0.40774710722156504,0.9482758620689655,1.5517241379310345,2.103448275862069,16.637249605455967,9.444002592441553,2.7763671761423074,-2.669749125,2.63791925845534,-2.814215257,5.938738292123973,-0.345518146,1.4857057667213098,1976.3289707769836,42.749983418768025,33.884962475611374,33.884962475611374,26.99041484385485,19.33466298515773,19.33466298515773,17.573846614463754,17.573846614463754,12.567167885693927,12.567167885693927,9.559609692764472,9.559609692764472,-4.67,1464011835189.8,42.92290432672173,15.171694085358682,7.099650361474251,336.1909090656999,49.427212952369395,35.61796717296058,17.488262145096932,0,0,24.001155934793964,9.589074368143644,14.383611552215466,0,0,62.37841094707412,63.46108068721186,25.180370914939424,35.64903718866435,68.08311026872217,29.784400881158902,0,5.316788604006331,16.747886984954953,127.70033243196583,6.606881964512918,82.93678272814864,0,0,5.316788604006331,4.794537184071822,0,0,110.24434318447555,38.06792632121571,16.747886984954953,90.19482183999077,71.80987974475464,0,0,0,224.44999999999996,112.42190107762872,44.39879549972193,0,29.737364139274458,5.563451491696996,6.923737199690624,25.980208536304467,83.149622546146,0,5.316788604006331,23.684314769000245,29.507859364191923,0,68.90980717341509,51.56241389387875,-8.135526396,-5.363479983,14.627460695908832,-11.48233065,11.790462565874922,0,0.5581395348837209,58,5,15,3,1,4,2,0,2,14,5,15,8,2,1,3,6,3.259600000000003,203.60439999999946,0,4,3,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156422,13.24385986732241,-0.338092859,13.24385986732241,0.16997731816187445,0.308784286641935,527.6690000000003,490.3730000000004,527.28964,204,0,0.3243699907633604,-0.491607609,0.49160760933570297,0.3243699907633604,0.9743589743589743,1.6923076923076923,2.41025641025641,16.48313960406354,9.924614200322594,2.217163200591341,-2.260322167,2.320987087313983,-2.382208291,6.0696886953636,0.03231689459230045,1.3322619189000384,1433.1343290809896,27.407202147189917,23.159879306096624,23.159879306096624,18.775008148917994,13.480528731496882,13.480528731496882,10.950613047180058,10.950613047180058,6.89897727232041,6.89897727232041,4.605084915893702,4.605084915893702,-3.88,725071079.5827968,26.716210705040545,11.471316997387193,6.407509731014803,229.45613433602813,14.790514511606428,18.17425657563185,0,0,0,6.031114512338072,10.216698334856808,9.476340119217006,5.098681808301038,0,62.73286550153853,31.18920547353706,41.888075184525704,30.282464473241422,14.268263091671919,28.308811993786254,0,14.680394474296701,0,33.10993926815928,50.08849231928914,77.98741723962318,0,11.436898107967467,15.370440161812711,16.29978623659041,5.749511833283905,0,60.166424097911246,10.15185342319683,6.923737199690624,32.02859108561733,66.73003775307771,0,16.459834703613154,0,80.65,0,4.794537184071822,0,11.446104981734852,18.11213101703151,66.31475917020606,0,4.681802935145185,73.65377495276834,36.30469853793501,14.572407715901136,13.37032289878332,0,15.589436999789578,12.737129678067953,3.4767953935534694,1.4080869010983,21.4457048457667,0,13.222523282940676,0,0.3548387096774194,39,2,8,0,1,1,3,1,4,6,2,8,7,0,1,1,5,5.986420000000006,156.34439999999972,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
